"id" "score" "date_time"
"20178013" 0 NA
"20178016" 0 NA
"20178057" 0 NA
"20143816" 100 2018-11-11 21:43:53
"20182866" 100 2018-11-10 21:46:52
"20183919" 50 2018-11-11 22:55:26
"20143720" 100 2018-11-11 18:22:42
"20186233" 100 2018-11-10 20:10:10
"20143123" 100 2018-11-11 23:38:47
"20155319" 100 2018-11-11 16:45:27
"20175412" 100 2018-11-11 14:29:47
"20121613" 100 2018-11-11 23:24:26
"20181041" 100 2018-11-11 01:24:16
"20185414" 100 2018-11-10 13:36:14
"20185131" 100 2018-11-08 23:51:17
"20144270" 100 2018-11-04 18:53:28
"20154223" 100 2018-11-11 15:55:45
"20173921" 50 2018-11-11 23:49:00
"20182622" 100 2018-11-08 22:51:02
"20186137" 100 2018-11-09 10:08:41
"20186139" 100 2018-11-09 10:16:39
"20183924" 100 2018-11-09 01:28:40
"20186240" 100 2018-11-11 22:45:59
"20152548" 100 2018-11-11 23:46:06
"20181620" 100 2018-11-11 21:23:46
"20163929" 100 2018-11-11 17:16:13
"20165318" 100 2018-11-10 20:03:32
"20157076" 100 2018-11-10 23:44:31
"20154231" 100 2018-11-11 23:19:32
"20173317" 100 2018-11-11 22:21:46
"20176260" 100 2018-11-11 23:29:11
"20145416" 100 2018-11-11 16:14:36
"20144228" 100 2018-10-26 21:18:53
"20182341" 100 2018-11-11 16:40:27
"20172857" 100 2018-11-07 17:38:36
"20135330" 50 2018-11-11 23:06:02
"20184128" 100 2018-11-11 21:33:17
"20173525" 100 2018-11-10 19:12:34
"20173933" 100 2018-11-08 13:07:20
"20123223" 100 2018-11-11 22:12:18
"20173024" 100 2018-11-11 20:32:50
"20185415" 100 2018-11-11 23:43:58
"20173526" 50 2018-11-08 12:37:39
"20176264" 100 2018-11-09 00:53:00
"20185142" 50 2018-11-11 23:55:16
"20133829" 100 2018-11-09 22:58:05
"20172328" 100 2018-10-29 11:30:39
"20163634" 100 2018-11-11 23:51:14
"20181061" 100 2018-11-11 23:21:21
"20171064" 100 2018-11-08 19:56:01
"20183937" 0 NA
"20185150" 100 2018-11-05 23:14:21
"20176268" 100 2018-11-02 18:53:37
"20183941" 100 2018-11-11 05:08:33
"20165323" 100 2018-11-11 22:17:27
"20122761" 50 2018-11-05 15:23:10
"20186154" 50 2018-11-11 16:50:18
"20184136" 100 2018-11-11 17:24:45
"20186156" 100 2018-11-09 22:10:02
"20143141" 100 2018-11-08 17:27:43
"20173634" 100 2018-11-11 19:27:56
"20182944" 100 2018-11-11 23:07:09
"20155335" 100 2018-11-09 21:23:27
"20125251" 100 2018-11-10 23:26:56
"20132904" 100 2018-11-10 22:26:55
"20186263" 50 2018-11-03 21:14:43
"20186266" 100 2018-10-28 12:38:09
"20182959" 100 2018-11-11 16:38:26
"20186268" 100 2018-11-09 17:17:44
"20165524" 100 2018-11-11 13:56:04
"20161079" 100 2018-10-25 19:55:37
"20171631" 50 2018-11-04 22:36:03
"20186161" 100 2018-11-07 20:09:32
"20185424" 100 2018-11-11 14:51:54
"20176165" 0 NA
"20185425" 100 2018-11-10 13:55:04
"20183733" 100 2018-11-10 12:54:51
"20155339" 100 2018-10-30 18:47:56
"20185165" 100 2018-11-11 23:55:21
"20172351" 100 2018-11-11 22:48:31
"20186292" 100 2018-11-11 23:36:39
"20185167" 100 2018-11-11 22:31:08
"20185297" 100 2018-11-11 23:58:52
"20182989" 50 2018-11-11 23:27:51
"20132429" 100 2018-10-31 17:03:15
"20186170" 0 NA
"20176294" 100 2018-11-10 11:40:55
"20173045" 100 2018-10-28 18:18:50
"20173047" 100 2018-10-26 14:08:08
"20186173" 0 NA
"20155434" 100 2018-11-11 23:34:25
"20175262" 100 2018-11-11 14:54:03
"20167099" 100 2018-11-09 00:41:45
"20173966" 100 2018-11-11 15:37:22
"20111642" 0 NA
"20155348" 100 2018-11-11 17:30:17
"20176176" 100 2018-11-11 22:05:34
"20132364" 100 2018-11-10 23:06:28
"20155350" 100 2018-11-11 15:17:10
"20185306" 100 2018-11-10 21:48:30
"20173968" 100 2018-10-29 22:43:36
"20173650" 100 2018-10-25 14:08:50
"20101459" 100 2018-11-07 01:56:13
